,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
109,97年 5月,高雄市(99年改制前), 847 , 103 ,2,16,0,35, 190 ,12,8,0,62,1, 82 ,6,1,0,3,0,14,1,23,13, 281 , 122 ,4,0,6,7,3,5,18,0,24,0,0,1,0,0,0,16,0,2, 270 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0, 82 
110,97年 6月,高雄市(99年改制前), 899 , 85 ,2,17,0,45, 191 ,20,8,2,56,2, 75 ,10,1,1,7,0,13,0,8,38, 239 , 121 ,2,0,11,6,5,13,16,0,7,0,1,1,2,0,0,17,0,1, 263 ,0,8,0,0,2,1,0,0,0,0,1,0,0,3,0,0,0,11,0, 55 
111,97年 7月,高雄市(99年改制前), 798 , 91 ,1,10,1,45, 207 ,7,5,2,57,0, 95 ,12,0,3,4,0,35,0,13,16, 291 , 141 ,3,0,9,4,1,5,10,0,4,3,1,0,0,0,0,13,0,3, 309 ,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,9,0, 96 
112,97年 8月,高雄市(99年改制前), 831 , 71 ,5,16,0,58, 186 ,13,10,0,76,3, 236 ,17,0,2,4,1,6,0,12,5, 442 , 211 ,5,0,13,5,0,9,13,0,27,1,0,0,0,0,0,22,0,0, 359 ,0,8,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0, 166 
113,97年 9月,高雄市(99年改制前), 758 , 76 ,1,7,0,59, 221 ,18,8,4,58,0, 114 ,8,0,3,8,1,10,0,17,12, 257 , 120 ,1,0,12,3,3,13,46,0,3,2,1,0,1,0,0,11,0,4, 353 ,0,8,0,0,2,0,0,0,0,0,2,0,1,2,0,0,0,8,0, 56 
114,97年 10月,高雄市(99年改制前), 728 , 78 ,3,7,0,53, 160 ,14,10,3,47,1, 131 ,13,0,2,4,0,9,0,14,10, 199 , 78 ,0,0,8,4,1,19,35,0,8,1,0,0,0,0,0,11,0,0, 295 ,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0, 35 
115,97年 11月,高雄市(99年改制前), 666 , 58 ,1,11,0,61, 136 ,7,3,1,39,0, 84 ,7,0,1,2,0,5,0,13,9, 210 , 69 ,0,0,12,3,3,6,25,0,6,7,1,0,0,0,0,3,0,1, 259 ,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,7,0, 38 
116,97年 12月,高雄市(99年改制前), 676 , 79 ,1,16,0,47, 204 ,19,3,0,47,3, 105 ,11,0,4,0,0,14,1,17,8, 182 , 71 ,2,0,13,2,2,11,46,0,8,0,1,0,0,0,0,6,0,1, 321 ,0,11,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0, 44 
117,98年,高雄市(99年改制前)," 8,597 "," 1,027 ",35,166,5,608," 1,940 ",169,90,17,640,21, 675 ,115,2,33,55,0,105,1,147,99," 2,553 "," 1,621 ",55,3,121,43,22,102,336,0,118,29,1,0,2,0,0,86,0,8," 4,352 ",0,98,1,0,17,5,0,0,3,0,4,0,0,33,0,2,0,95,0, 375 
118,98年 1月,高雄市(99年改制前), 795 , 86 ,4,8,0,31, 113 ,9,8,0,40,2, 62 ,8,0,1,1,0,8,0,9,10, 99 , 57 ,1,1,10,2,0,7,33,0,11,2,1,0,0,0,0,8,0,0, 291 ,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0, 25 
119,98年 2月,高雄市(99年改制前), 834 , 102 ,12,50,1,50, 117 ,15,8,0,47,1, 130 ,11,0,2,2,0,5,1,13,6, 192 , 107 ,2,0,8,2,3,11,25,0,1,0,0,0,0,0,0,8,0,0, 397 ,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0, 34 
120,98年 3月,高雄市(99年改制前), 642 , 93 ,1,10,2,67, 134 ,13,8,1,57,0, 87 ,12,0,1,7,0,12,0,7,8, 260 , 111 ,9,0,5,4,4,10,27,0,10,2,0,0,0,0,0,9,0,1, 412 ,0,6,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,6,0, 46 
121,98年 4月,高雄市(99年改制前), 663 , 50 ,0,8,0,53, 118 ,14,5,3,66,2, 52 ,3,0,0,0,0,10,0,14,10, 274 , 120 ,5,0,10,4,3,6,15,0,7,0,0,0,0,0,0,12,0,0, 373 ,0,9,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,14,0, 38 
122,98年 5月,高雄市(99年改制前), 701 , 46 ,1,16,0,56, 218 ,8,10,1,74,5, 71 ,12,0,2,0,0,11,0,20,12, 175 , 105 ,1,0,7,5,2,9,22,0,9,2,0,0,0,0,0,7,0,0, 431 ,0,7,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,5,0, 26 
123,98年 6月,高雄市(99年改制前), 647 , 86 ,1,9,0,59, 229 ,23,12,3,75,3, 37 ,7,0,1,7,0,7,0,17,8, 196 , 109 ,5,0,13,5,0,10,46,0,13,1,0,0,0,0,0,9,0,1, 410 ,0,9,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,11,0, 29 
124,98年 7月,高雄市(99年改制前), 655 , 80 ,3,6,0,40, 160 ,11,4,3,55,1, 62 ,10,1,2,3,0,11,0,12,13, 271 , 155 ,5,1,14,4,1,6,12,0,11,3,0,0,0,0,0,3,0,2, 357 ,0,9,0,0,2,2,0,0,1,0,1,0,0,4,0,1,0,9,0, 22 
125,98年 8月,高雄市(99年改制前), 720 , 124 ,0,5,0,55, 170 ,11,6,0,70,3, 46 ,8,1,4,5,0,12,0,13,9, 276 , 160 ,4,0,13,6,5,14,32,0,5,8,0,0,0,0,0,4,0,1, 379 ,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0, 56 
126,98年 9月,高雄市(99年改制前), 826 , 115 ,7,13,1,58, 137 ,10,8,4,52,1, 43 ,7,0,11,2,0,13,0,12,4, 203 , 144 ,6,1,6,2,1,6,41,0,7,3,0,0,0,0,0,4,0,1, 371 ,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0, 35 
127,98年 10月,高雄市(99年改制前), 696 , 85 ,2,11,0,38, 202 ,16,10,1,34,2, 34 ,18,0,6,13,0,4,0,11,6, 203 , 165 ,7,0,9,2,0,6,30,0,7,2,0,0,0,0,0,10,0,0, 335 ,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0, 24 
128,98年 11月,高雄市(99年改制前), 703 , 77 ,2,11,0,53, 171 ,11,8,0,39,0, 25 ,9,0,0,5,0,6,0,7,12, 186 , 188 ,4,0,13,4,1,6,18,0,11,5,0,0,2,0,0,6,0,0, 315 ,0,12,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,7,0, 15 
129,98年 12月,高雄市(99年改制前), 715 , 83 ,2,19,1,48, 171 ,28,3,1,31,1, 26 ,10,0,3,10,0,6,0,12,1, 218 , 200 ,6,0,13,3,2,11,35,0,26,1,0,0,0,0,0,6,0,2, 281 ,0,16,0,0,1,1,0,0,0,0,1,0,0,8,0,0,0,15,0, 25 
130,99年,高雄市(99年改制前)," 8,922 ", 582 ,70,234,4,747," 1,486 ",242,82,21,811,22, 372 ,98,4,42,68,0,84,1,191,101," 2,231 "," 2,648 ",68,3,150,45,19,82,226,0,73,23,6,0,50,0,0,121,0,14," 4,874 ",0,160,1,104,12,2,1,0,1,0,7,0,0,35,0,0,0,120,0, 398 
131,99年 1月,高雄市(99年改制前), 539 , 41 ,3,12,0,47, 108 ,17,3,3,60,2, 32 ,7,0,3,9,0,5,0,7,8, 147 , 148 ,2,0,11,3,1,6,15,0,8,0,0,0,0,0,0,2,0,0, 436 ,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0, 20 
132,99年 2月,高雄市(99年改制前)," 1,260 ", 46 ,5,104,0,39, 120 ,17,9,2,31,2, 42 ,8,0,3,10,0,5,0,10,5, 212 , 217 ,2,0,8,7,1,13,27,0,6,1,0,0,0,0,0,10,0,1, 360 ,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0, 24 
133,99年 3月,高雄市(99年改制前), 736 , 59 ,5,36,0,71, 131 ,19,11,4,101,2, 31 ,9,1,0,4,0,6,0,20,6, 199 , 212 ,7,0,12,3,1,2,13,0,7,2,1,0,0,0,0,6,0,5, 615 ,0,14,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,10,0, 27 
134,99年 4月,高雄市(99年改制前), 661 , 43 ,10,6,0,59, 168 ,18,3,1,57,2, 30 ,3,0,3,3,0,6,0,19,8, 203 , 261 ,5,0,13,5,1,7,8,0,6,2,1,0,5,0,0,10,0,1, 339 ,0,10,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,8,0, 31 
135,99年 5月,高雄市(99年改制前), 794 , 39 ,1,11,1,78, 130 ,23,3,2,76,1, 22 ,10,1,5,5,0,10,0,21,10, 214 , 272 ,8,0,18,4,3,6,2,0,3,1,0,0,13,0,0,19,0,0, 412 ,0,18,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,0, 33 
136,99年 6月,高雄市(99年改制前), 748 , 39 ,4,11,1,78, 128 ,23,8,2,69,2, 33 ,9,1,6,6,0,11,0,14,10, 198 , 232 ,1,0,22,4,3,13,32,0,13,3,0,0,15,0,0,19,0,2, 457 ,0,12,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,21,0, 30 
137,99年 7月,高雄市(99年改制前), 698 , 41 ,6,10,0,46, 120 ,23,6,2,61,1, 35 ,8,0,6,6,0,9,0,19,5, 275 , 300 ,5,1,4,4,1,13,18,0,9,7,1,0,7,0,0,7,0,4, 388 ,0,11,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,7,0, 33 
138,99年 8月,高雄市(99年改制前), 713 , 61 ,4,15,1,75, 141 ,24,13,3,104,4, 63 ,12,0,2,3,0,10,1,22,13, 214 , 291 ,11,1,15,3,4,3,48,0,4,2,0,0,3,0,0,4,0,1, 451 ,0,19,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,7,0, 50 
139,99年 9月,高雄市(99年改制前), 760 , 59 ,6,10,0,52, 120 ,20,6,0,59,1, 25 ,7,1,5,5,0,8,0,18,16, 178 , 203 ,7,1,10,2,0,6,22,0,5,1,0,0,3,0,0,8,0,0, 405 ,0,11,0,0,3,1,1,0,1,0,1,0,0,5,0,0,0,8,0, 41 
140,99年 10月,高雄市(99年改制前), 779 , 66 ,8,8,0,81, 145 ,21,9,1,71,2, 23 ,8,0,4,7,0,5,0,16,4, 150 , 205 ,13,0,14,2,1,4,27,0,4,0,0,0,0,0,0,11,0,0, 350 ,0,19,0,5,2,0,0,0,0,0,0,0,0,5,0,0,0,14,0, 31 
141,99年 11月,高雄市(99年改制前), 794 , 54 ,12,7,1,64, 105 ,20,9,0,54,1, 19 ,12,0,3,5,0,4,0,16,10, 146 , 186 ,1,0,7,1,1,4,10,0,3,1,1,0,2,0,0,16,0,0, 334 ,0,18,0,96,1,0,0,0,0,0,1,0,0,2,0,0,0,8,0, 43 
142,99年 12月,高雄市(99年改制前), 440 , 34 ,6,4,0,57, 70 ,17,2,1,68,2, 17 ,5,0,2,5,0,5,0,9,6, 95 , 121 ,6,0,16,7,2,5,4,0,5,3,2,0,2,0,0,9,0,0, 327 ,0,15,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0, 35 
143,100年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,100年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,100年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,100年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,100年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,100年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,100年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,100年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,100年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,100年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,100年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,100年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,100年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,101年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,101年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,101年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,101年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,101年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,101年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,101年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,101年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,101年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,101年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,101年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,101年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,101年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,102年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,102年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,102年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,102年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,102年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,102年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,102年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,102年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,102年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,102年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,102年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,102年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,102年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,103年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,103年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,103年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,103年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,103年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,103年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,103年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,103年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,103年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,103年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,103年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,103年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,103年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,104年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,104年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
